"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Nepal","NPL","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0002","0.0001","0.0001","0.0001","0.0001","0.0001","0.0002","0.0001","0.0001","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0","0.0001","0.0001","0.0001","0.0001","0.0001","",
"Nauru","NRU","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.4593","0.3958","0.5413","0.605","0.6609","0.572","0.6219","0.6728","0.8072","0.9013","1.013","1.0059","0.8715","0.829","0.7603","1.139","1.7375","1.947","1.9038","1.8739","2.1999","2.2273","2.3974","2.4794","2.4252","2.4009","2.4416","2.1798","1.4492","1.4078","1.4717","1.4566","1.5082","1.445","1.481","1.5628","1.5934","1.6356","1.6963","1.7385","1.8154","1.8347","1.9108","1.807","1.946","2.1374","1.9919","2.1547","1.9736","1.9374","1.4942","1.0842","0.9204","0.9773","",
"OECD members","OED","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","790.4524","768.7042","798.6155","877.1114","856.7283","760.2864","795.833","789.2708","788.1088","795.6665","764.7854","727.9297","729.391","712.0318","732.9416","734.0319","731.6852","738.0335","761.9199","776.1687","756.4821","748.3007","737.6067","754.7479","763.4122","772.0345","781.3763","790.0041","799.8014","771.0047","779.4251","761.0194","799.1429","816.4106","811.7821","835.7172","850.0448","860.9316","851.9889","811.7235","855.2765","830.6934","837.7894","842.3653","848.7455","863.4851","847.7707","848.7721","883.7415","901.3094","823.2443","845.9339","832.8029","820.3326","",
"Oman","OMN","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","7.0616","7.0616","7.0596","7.0622","7.2722","25.1037","27.637","27.3918","22.1765","19.504","10.6129","11.8871","9.6722","10.7647","7.6743","4.3361","5.5807","5.0996","6.0829","5.8075","8.4865","8.026","8.7837","9.575","8.7493","8.4424","8.8742","10.2353","9.9555","11.0851","11.3215","11.2553","11.3668","12.1316","11.7413","11.4762","11.1949","10.5157","10.4914","10.4169","9.8622","10.251","10.7063","11.717","12.1829","12.2704","12.7121","13.7887","13.4022","14.3894","14.8183","15.7011","15.171","15.1702","",
"Other small states","OSS","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","2.5776","2.4229","2.9083","3.3882","3.4451","3.4481","3.941","4.0742","5.0085","4.6967","5.1981","4.4846","4.699","4.8636","4.7519","4.699","4.518","4.3922","4.654","4.5556","4.9273","4.7931","4.8169","5.0439","4.8321","5.0736","5.29","5.1596","4.0914","4.2432","5.1425","4.8382","4.3498","4.8368","4.7945","4.4509","5.0623","4.765","5.2311","5.4623","5.9476","6.5564","6.3089","6.9125","7.7924","8.5737","7.5471","7.6513","9.4911","6.8052","7.9573","7.3762","7.0929","7.0625","",
"Pakistan","PAK","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.3177","0.3177","0.5193","0.541","0.6242","0.6375","0.3865","0.622","0.7324","0.8919","1.1979","1.3953","1.1491","1.7236","0.9295","1.157","1.3431","1.6826","1.7382","2.0448","1.2286","2.4292","2.1019","3.1397","3.5211","3.5713","3.6571","2.9422","2.6918","3.517","5.9143","5.6911","2.5228","2.5622","3.1834","2.9373","3.1805","4.1029","3.4774","3.6395","4.6883","2.5316","4.2294","6.2274","5.9707","5.614","5.4132","4.9518","6.243","5.1277","5.461","5.7002","5.6962","5.7461","",
"Panama","PAN","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.3853","0.3853","0.4078","0.3878","0.3963","0.4608","0.3227","0.3489","0.4049","0.3945","0.3184","0.2371","0.2464","0.2828","0.2811","0.243","0.2101","0.2599","0.1917","0.1983","0.0919","0.0725","0.114","0.114","0.0752","0.1256","0.1948","0.1394","0.1394","0.1422","0.1422","0.1422","0.1358","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Peru","PER","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","1.9506","1.7709","1.8107","1.8939","2.1144","1.8451","1.9796","1.9968","2.0842","2.3422","2.1883","2.2415","2.226","1.7981","1.96","1.7395","1.9396","1.8863","1.8808","1.6256","1.6674","1.5368","1.4732","1.8695","1.7828","1.9507","2.4122","2.0891","1.6396","2.0536","2.0696","2.0959","1.9706","1.7253","2.0318","2.3281","2.1112","2.0382","2.322","2.9696","4.1307","4.3795","4.0503","2.6466","5.3496","4.4092","4.2322","3.2953","2.7436","2.7583","2.5684","2.8306","3.1023","3.1508","",
"Philippines","PHL","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","1.266","1.266","1.2707","1.49","1.5873","1.6333","1.4868","1.3904","1.49","2.0426","1.941","1.8936","1.8499","1.8509","1.1563","1.3318","1.3771","2.1431","2.3791","2.6151","1.5684","1.4606","1.685","1.6844","1.7113","1.9066","2.1674","2.1262","2.2249","2.4214","2.8054","2.4007","2.3677","2.7109","2.1377","2.0305","1.5615","1.6086","1.3572","1.3219","1.4911","1.45","1.6259","1.465","1.7098","1.6256","1.3789","1.3602","1.3944","1.5581","1.1936","0.8005","0.784","0.7943","",
"Palau","PLW","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0041","0.0041","0.0041","0.0041","0.0041","0.0041","0.0041","0.0041","0.0041","0.0041","0.0041","0.0042","0.0042","0.0043","0.0048","0.0039","0.0042","0.0044","0.0042","0.0044","0.0045","0.0044","0.004","0.0041","0.0062","0.0047","0.0044","0.0036","0.0031","0.0053","0.0037","0.0036","0.0011","0.0012","0.0012","0.0029","0.0032","0.0022","0.0015","0.0028","0.0019","0.0016","0.0016","0.0011","0.0007","0.0009","0.0009","0.0009","0.0008","0.0008","0.0009","0.0009","0.0009","0.0008","",
"Papua New Guinea","PNG","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0199","0.0221","0.0235","0.0239","0.0314","0.023","0.0263","0.0586","0.7205","0.1369","0.3014","0.1495","0.1971","0.1669","0.2288","0.6448","0.8066","0.5005","0.8065","0.2085","0.0652","0.0596","0.1083","0.1126","0.6915","0.4011","0.4299","0.2612","0.3449","0.4148","0.8458","0.4464","0.4661","0.4349","",
"Poland","POL","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","15.5655","16.8696","14.7252","17.0866","16.5985","16.8305","18.3727","19.3037","22.1338","19.9428","21.7519","18.6611","18.9142","19.6649","18.8517","18.1198","18.2475","19.3676","19.1325","17.9492","14.973","12.2801","12.4842","13.9289","16.4495","18.7281","20.6366","19.1005","17.9855","16.9152","16.2837","15.0648","13.3761","14.5666","12.6151","11.0341","11.5545","12.8468","12.3298","10.4687","11.6989","11.7618","11.7069","11.2208","10.878","11.8104","11.2452","11.2547","11.0967","11.1482","10.762","11.1865","12.136","11.9281","",
"Pre-demographic dividend","PRE","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","44.9795","62.1458","73.2816","93.5938","116.2632","90.883","100.8457","84.3234","84.8987","121.0357","102.0433","67.2125","60.5464","62.9703","68.3824","73.633","76.3538","68.9121","72.6114","76.7773","70.9095","72.6409","75.3243","75.8086","77.9993","86.0448","100.6927","98.3842","95.1459","95.3899","102.2011","102.3699","87.3327","92.7939","93.0117","90.3337","83.2935","76.0219","77.3694","75.4568","81.1566","82.419","78.399","82.0683","89.2287","93.6897","95.5909","97.2279","95.156","95.6741","89.477","86.5951","85.8182","81.8072","",
"Puerto Rico (US)","PRI","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.001","0.0026","0.0014","0.003","0.0022","0.0012","0.0017","0.0022","0.0014","0.0007","0.0105","0.0091","0.0121","0.0123","0.012","0.0111","0.0111","0.0119","0.0119","0.0122","0.0117","0.012","0.0113","0.012","0.0122","0.013","0.013","0.0021","0.0023","0.0025","0.0024","0.0026","0.0025","0.003","",
"Korea, Dem. People's Rep.","PRK","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","1.35","1.35","1.567","1.8113","2.0784","2.3655","1.5365","1.6147","2.5238","2.6533","2.8408","2.8516","3.0996","3.1893","3.2","3.291","3.2921","3.293","3.2939","3.375","3.3747","3.8739","2.0524","1.6782","1.2305","0.8944","0.4062","0.3672","0.327","0.2722","0.2961","0.3187","0.3089","0.3171","0.3316","0.3532","0.3477","0.3134","0.3295","0.3294","0.3358","0.3319","0.3253","0.3437","0.3438","0.3439","0.3799","0.3313","0.2837","0.312","0.296","0.2508","0.261","0.2405","",
"Portugal","PRT","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","1.2014","1.3039","1.4266","1.5231","1.3344","1.2911","1.2931","1.228","1.3809","1.3707","1.4481","1.6941","1.5627","1.7739","1.5999","1.3764","1.6521","1.5205","1.6682","1.8992","1.7529","1.5395","1.6669","1.9105","2.5372","2.6744","2.6257","2.7456","2.3513","2.7859","2.4419","2.4422","2.2969","2.67","2.4152","2.727","2.4902","2.499","2.8906","2.7427","2.33","1.931","2.1003","2.9774","2.2161","2.6426","2.7731","2.6216","2.3551","2.2094","2.0775","1.6629","1.983","1.7907","",
"Paraguay","PRY","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0222","0.0222","0.0286","0.0286","0.0286","0.0286","0.0286","0.0349","0.0413","0.0445","0.0445","0.0254","0.0222","0.0159","0.0191","0.0159","0.0159","0.0191","0.0254","0.0222","0.0254","0.0222","0.0254","0.0191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"West Bank and Gaza","PSE","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0041","0.0041","0.0041","0.0041","0.0041","0.0041","0.0041","0.0041","0.0041","0.0041","0.0041","0.0042","0.0042","0.0043","0.0048","0.0039","0.0042","0.0044","0.0042","0.0044","0.0045","0.0044","0.004","0.0041","0.0062","0.0047","0.0044","0.0036","0.0031","0.0053","0.0037","0.0036","0.0011","0.0012","0.0012","0.0029","0.0032","0.0022","0.0015","0.0028","0.0019","0.0016","0.0016","0.0011","0.0007","0.0009","0.0009","0.0009","0.0008","0.0008","0.0009","0.0009","0.0009","0.0008","",
"Post-demographic dividend","PST","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","767.7588","741.7389","771.0415","846.4076","824.7284","732.8285","768.4754","760.4395","778.8608","791.8802","751.5408","718.2721","711.1017","706.1834","730.9112","731.8899","732.0592","742.8564","768.1123","779.4481","766.6564","750.7059","730.7906","740.6276","734.0581","752.7035","741.4591","745.9992","751.5416","734.5276","739.5924","715.2066","750.9354","760.696","756.4786","785.8084","786.1406","799.4699","783.1492","738.0577","784.3862","761.0906","761.5749","764.6338","767.5767","782.5825","761.0656","772.976","809.1318","820.9172","747.6273","761.0022","745.9968","732.7104","",
"French Polynesia","PYF","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Qatar","QAT","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","12.2263","15.8249","19.2832","20.8931","17.3791","14.6032","15.2875","12.5215","14.7179","10.8663","7.225","3.197","3.305","1.7154","5.4216","4.3011","4.3789","4.5822","4.8607","4.7193","5.137","6.0443","6.4842","6.4617","6.3801","6.1978","7.5787","11.3873","12.2047","14.7093","13.2822","12.3299","12.5395","14.3504","15.5162","16.6151","18.8633","21.9186","23.2562","25.1951","29.3048","37.9768","43.1252","45.8402","47.9121","48.3626","46.7825","44.3013","46.5524","46.6475","46.7229","47.5967","46.7276","50.691","",
"Romania","ROU","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","4.4858","4.4851","5.7222","6.4406","6.243","6.8041","4.7067","5.0803","5.574","5.3894","6.3599","5.7541","5.6847","6.3535","6.3796","6.3504","5.5913","5.7489","5.685","11.9896","7.8947","5.1323","8.7467","10.6145","14.2144","12.1513","11.1811","14.3594","13.2533","9.9413","9.6115","10.5898","12.0873","10.748","10.7514","10.9147","11.3408","9.046","8.6825","5.9324","6.2587","5.3796","5.0038","4.366","4.154","3.5245","3.6719","3.9046","3.7178","3.3054","3.0131","2.82","2.8793","2.5508","",
"Russian Federation","RUS","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","90.8807","90.8798","91.8533","97.9504","102.5047","102.968","112.1431","117.1993","173.1487","158.8798","159.1421","159.1773","160.4067","160.0388","163.1957","170.8683","169.8141","169.9596","192.6951","192.9115","203.1334","188.9802","189.3207","168.3572","176.5423","183.4842","174.9699","164.974","190.9504","196.9261","182.5288","183.615","185.3156","221.6417","221.6899","224.4548","204.2676","214.3218","181.7243","194.626","182.1465","180.5765","164.5754","147.5547","155.689","182.0713","178.8101","172.7704","160.9373","197.9864","193.0035","203.8839","212.0676","226.2621","",
"Rwanda","RWA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0042","0.0042","0.0042","0.0042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"South Asia","SAS","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","19.2287","19.3399","19.7161","19.7953","21.0047","20.8456","21.3514","21.9804","20.8767","20.8747","21.3579","23.2072","24.3148","26.625","26.611","27.9444","29.4616","30.3084","31.4528","31.805","32.5675","33.3298","32.8863","35.5268","41.3514","41.814","42.5003","40.1477","40.1874","48.6971","50.4417","49.8717","54.565","58.0671","70.3013","68.8885","75.5846","63.9849","57.5473","52.2914","56.5841","64.3684","74.9594","74.7926","80.0305","82.244","86.3596","93.3771","96.2361","102.6208","93.5969","92.9436","122.6899","130.5224","",
"Saudi Arabia","SAU","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","38.4406","49.5238","65.7868","90.8504","94.3547","72.9616","92.0576","92.6478","83.5253","87.2601","98.9319","72.0862","63.1324","49.2631","22.6134","21.4598","21.3073","24.8636","29.9336","31.2536","21.4487","20.3323","19.0045","17.2716","21.7616","21.557","23.8747","24.1255","23.8967","22.4198","23.0023","22.7073","25.3975","26.9439","26.7902","27.7048","29.526","27.4018","30.0299","25.3244","27.4452","26.6571","25.8484","26.4515","33.9267","33.0507","34.7207","35.5973","36.5043","31.1772","34.2535","34.2913","36.0682","35.4118","",
"Sudan","SDN","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0111","0.0111","0.0139","0.0139","0.0166","0.0139","0.0139","0.0166","0.0139","0.0139","0.0139","0.0111","0.0083","0.0111","0.0083","0.0083","0.0111","0.0055","0.0111","0.0083","0.0111","0.0139","0.0111","0.0055","0.0787","0.0607","0.0698","0.0948","0.0875","0.193","0.4155","0.379","0.5512","0.6038","0.8182","0.9676","1.0588","1.3317","1.199","1.314","1.3803","1.2298","0.8964","1.1435","1.2554","1.5144","1.2588","1.1931","1.0941","0.982","0.8674","0.8367","0.7475","0.61","",
"Senegal","SEN","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0564","0.0564","0.0443","0.0564","0.0505","0.0803","0.0623","0.054","0.1055","0.1055","0.0654","0.0623","0.0446","0.0239","0.0356","0.0304","0.0446","0.0446","0.0194","0.0111","0.0194","0.0111","0.0166","0.0166","0.0055","0.0166","0.0166","0.0222","0.0249","0.0249","0.0277","0.0305","0.0305","0.0388","0.0416","0.0332","0.0139","0.0305","0.0305","0.0277","0.0222","0.0277","0.0277","0.0305","0.0249","0.0388","0.0416","0.0513","0.0355","0.0817","0.0277","0.1313","0.1269","0.1278","",
"Singapore","SGP","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","1.6053","1.6053","2.4634","2.5617","2.8677","2.5094","2.6067","2.8984","3.5091","3.7873","3.694","4.0002","3.9514","4.2982","4.1786","3.9634","3.8809","3.712","4.8066","5.1064","8.7904","9.8851","10.1337","10.6732","11.1124","9.9709","10.8218","10.8233","10.1546","9.3144","8.7887","8.5801","8.5362","7.0547","8.3439","6.9893","6.8326","6.7938","6.8056","4.5896","4.622","5.5866","5.5092","5.1191","4.6334","4.8577","4.9929","5.3601","5.3028","4.97","4.1441","4.2093","4.6361","4.4746","",
"Solomon Islands","SLB","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Sierra Leone","SLE","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0065","0.0065","0.0067","0.0067","0.0074","0.0065","0.0065","0.0067","0.0068","0.0078","0.0088","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"El Salvador","SLV","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0696","0.0696","0.0658","0.0751","0.093","0.0896","0.0958","0.0865","0.0948","0.0969","0.083","0.0688","0.0598","0.0623","0.0647","0.074","0.0709","0.0768","0.0713","0.0277","0.0194","0.0474","0.0277","0.0332","0.0443","0.0471","0.0499","0.0443","0.0443","0.0471","0.0471","0.0471","0.0416","0.0388","0.0388","0.0388","0.0416","0.0416","0.036","0.0416","0.036","0.036","0.0332","0","0","0","0","0","0","0","0","0","0","0","",
"San Marino","SMR","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia, Fed. Rep.","SOM","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0102","0.0102","0.0105","0.0105","0.0117","0.0102","0.0102","0.0105","0.0108","0.0124","0.0139","0.0054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Serbia","SRB","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","45.1288","58.9765","71.7631","93.0416","114.7807","89.6308","94.9684","83.3759","84.0398","114.1704","105.8431","87.4626","93.3203","106.9133","114.9628","120.5448","121.3669","117.3478","125.9114","123.8821","126.4548","126.3001","126.513","121.0209","123.7731","137.0543","152.5818","146.3409","139.5108","138.7265","144.3848","168.1998","155.15","158.0187","159.1218","166.1942","157.9934","158.7211","157.9475","130.9525","149.2863","141.6922","131.3598","129.033","128.1274","130.0151","127.749","132.3083","127.5744","126.395","116.6866","116.2886","106.8824","104.488","",
"South Sudan","SSD","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","45.1917","59.0394","71.8132","93.087","114.8452","89.7051","95.017","83.4173","84.0886","114.2366","105.9243","87.5326","93.4077","107.0046","115.0338","120.6212","121.4605","117.46","126.0112","123.9819","126.5757","126.403","126.5213","121.032","123.7842","137.0654","152.5929","146.3464","139.5108","138.7265","144.3848","168.1998","155.15","158.0187","159.1218","166.1942","157.9934","158.7211","157.9475","130.9527","149.2866","141.6924","131.3598","129.033","128.1274","130.0152","127.7491","132.3114","127.5825","126.3951","116.6867","116.2887","106.8825","104.4881","",
"Small states","SST","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","7.0886","6.9016","6.6591","7.1822","7.6452","6.9125","7.9183","8.389","8.7953","8.3785","9.3597","9.2142","8.5476","8.4788","8.3755","8.4989","8.2152","8.2296","8.0861","7.5718","7.7291","7.7053","7.9553","8.018","7.6989","7.4179","7.9666","7.776","6.5681","6.5569","7.6309","8.1237","8.3016","11.0874","11.1329","11.7446","14.9918","13.5996","14.2447","13.8088","15.4692","16.5052","15.9033","17.1852","17.5576","18.1197","16.4578","15.2385","18.3958","14.599","14.8811","12.907","12.6352","12.1736","",
"Sao Tome and Principe","STP","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0004","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Suriname","SUR","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0.0001","0.0001","0.0001","0.0001","0.0002","0.0002","0.0003","0.0003","0.0005","0.0007","0.001","0.0012","0.0025","0.0037","0.005","0.0036","0.0045","0.0056","0.0078","0.0073","0.0077","0.0087","0.0059","0.0164","0.0284","0.028","0.0276","0.0282","0.0291","0.0336","0.0346","0.0283","0.0344","0.034","0.031","0.0345","0.0316","0.0341","0.0314","0.0319","0.0329","0.0342","0.0339","0.0328","0.0373","0.0337","",
"Slovak Republic","SVK","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","3.4822","3.4822","3.5808","3.3612","3.3349","3.4407","3.6136","4.1564","2.4107","2.4512","4.2857","4.1763","4.1138","4.2107","5.0105","4.8502","4.7802","4.9776","5.0975","5.53","5.0458","4.7155","4.3546","4.9402","4.3791","4.2178","4.3578","3.8442","3.5747","3.561","3.957","5.2996","5.72","6.1842","6.2098","5.9361","6.8211","6.3783","5.7587","5.0857","5.7521","5.3035","5.0661","5.4642","5.4391","5.7897","5.9166","5.8262","5.7355","4.6996","4.3143","5.7613","5.7237","5.6579","",
"Slovenia","SVN","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0484","0.0484","0.0553","0.0564","0.0803","0.086","0.0926","0.0706","0.0748","0.0815","0.0786","0.1942","0.1795","0.2068","0.2392","0.2317","0.2343","0.2315","0.2875","0.2695","0.1417","0.1307","0.0853","0.0607","0.0628","0.086","0.087","0.1383","0.0812","0.0943","0.0871","0.0279","0.0305","0.0286","0.029","0.0266","0.027","0.0255","0.0246","0.0242","0.0328","0.0229","0.0212","0.0229","0.0189","0.0196","0.0149","0.0147","0.0142","0.014","0.0137","0.0113","0.0102","0.0093","",
